,word,freq,meaning
2286,version,9090,version
2287,jeff,9084,jeff
2288,pensées,9084,thoughts
2289,prudent,9081,prudent
2290,plaisante,9077,pleasant
2291,emmené,9068,taken
2292,réfléchis,9066,reflected
2293,concert,9066,concert
2294,blessure,9062,injury
2295,tir,9055,Tir
2296,chauffeur,9049,chauffeur
2297,midi,9047,midi
2298,souvenez,9043,remember
2299,puissant,9040,powerful
2300,moteur,9035,engine
2301,répond,9030,answers
2302,hmm,9029,hmm
2303,city,9029,city
2304,coûte,9028,cost
2305,reculez,9028,go back
2306,dessous,9024,underneath
2307,souffle,9021,breath
2308,construire,9020,build
2309,démon,9017,demon
2310,achète,9015,bought
2311,smith,9009,smith
2312,caméras,9005,cameras
2313,pousse,9000,growth
2314,cesse,8998,stop
2315,gare,8995,for
2316,rentrée,8993,back to school
2317,finit,8985,finished
2318,bosse,8980,bosse
2319,kelly,8978,kelly
2320,fer,8978,Fer
2321,couilles,8977,balls
2322,quiconque,8969,anyone
2323,vole,8965,would like
2324,ignorais,8965,ignorant
2325,soutien,8963,support
2326,usine,8959,factory
2327,château,8955,castle
2328,lâche-moi,8946,Let go of me
2329,ont-ils,8939,do they have
2330,garage,8937,garage
2331,délicieux,8937,delicious
2332,oreille,8935,ear
2333,virus,8923,virus
2334,réellement,8918,really
2335,posé,8913,laid
2336,avancer,8909,move forward
2337,maisons,8906,houses
2338,voisins,8905,neighbors
2339,dites-lui,8902,tell him
2340,deviens,8901,become
2341,sage,8900,sage
2342,crédit,8899,credit
2343,ambulance,8898,ambulance
2344,gamins,8898,kids
2345,fière,8896,proud
2346,tourné,8889,turned
2347,puce,8886,chip
2348,finie,8878,finish
2349,canon,8877,canon
2350,liquide,8872,liquid
2351,devine,8870,BECOMES
2352,particulier,8866,particular
2353,prennent,8861,take
2354,traverser,8860,to cross
2355,rues,8855,streets
2356,park,8852,park
2357,criminel,8845,criminal
2358,cependant,8833,However
2359,sombre,8827,sombre
2360,agence,8825,agency
2361,comportement,8823,behavior
2362,artiste,8802,artist
2363,bosser,8800,work
2364,gouverneur,8799,governor
2365,paroles,8798,words
2366,résoudre,8797,solve
2367,chut,8796,chut
2368,période,8788,period
2369,bat,8786,one
2370,seraient,8785,would be
2371,bébés,8785,babies
2372,cherches,8775,looking for
2373,e,8768,It is
2374,croyez-moi,8766,believe me
2375,donnes,8765,data
2376,préparé,8758,prepared
2377,soucis,8758,worries
2378,traiter,8756,to treat
2379,street,8754,street
2380,différente,8751,different
2381,reconnais,8746,recognize
2382,bye,8746,bye
2383,pourriez-vous,8744,could you
2384,fromage,8741,cheese
2385,essence,8741,essence
2386,ayant,8730,having
2387,côte,8720,side
2388,tenté,8718,tent
2389,chaleur,8712,heat
2390,tests,8689,tests
2391,champagne,8686,champagne
2392,objet,8686,object
2393,ouai,8679,yeah
2394,disparaître,8675,disappear
2395,oiseaux,8672,birds
2396,re,8668,re
2397,europe,8665,europe
2398,supposé,8664,Assumed
2399,supplie,8658,beg
2400,tournée,8642,tour
2401,résultat,8637,result
2402,roger,8635,roger
2403,concernant,8633,concerning
2404,vérifie,8631,checked
2405,souffrir,8606,suffer
2406,occupée,8599,busy
2407,fusil,8597,gun
2408,gardien,8595,guardian
2409,déranger,8594,to disturb
2410,verrai,8586,will you come
2411,fatiguée,8585,tired
2412,vote,8584,vote
2413,dégagez,8584,release
2414,anciens,8584,ancient
2415,voila,8579,voila
2416,tués,8575,You are
2417,forcément,8570,necessarily
2418,cadeaux,8562,gifts
2419,herbe,8562,grass
2420,b,8561,b
2421,menteur,8561,liar
2422,vivante,8556,alive
2423,riches,8555,riches
2424,vive,8552,vive
2425,sacrée,8549,sacred
2426,taylor,8548,taylor
2427,adulte,8542,adult
2428,siècle,8538,century
2429,attente,8534,waiting
2430,endroits,8533,locations
2431,écris,8529,wrote
2432,rapports,8520,reports
2433,piscine,8518,pool
2434,rentrez,8518,come back
2435,lendemain,8512,the following day
2436,fumer,8507,to smoke
2437,concours,8502,competition
2438,ment,8501,ment
2439,monté,8497,mounted
2440,passait,8495,passed
2441,vous-même,8491,yourself
2442,inviter,8489,invite
2443,coach,8489,coach
2444,fausse,8488,false
2445,élevé,8477,pupil
2446,chair,8474,chair
2447,magique,8471,Magic
2448,chaîne,8464,chain
2449,chèque,8462,check
2450,réseau,8461,network
2451,enfance,8449,childhood
2452,mensonges,8447,lies
2453,pourrions,8443,could
2454,choisis,8438,choose
2455,taire,8435,Minister
2456,inquiet,8435,worried
2457,enfuir,8430,escape
2458,bel,8422,bel
2459,profiter,8414,enjoy
2460,science,8414,science
2461,revenue,8406,revenue
2462,billet,8402,billet
2463,crâne,8402,skull
2464,jaloux,8402,jealous
2465,tien,8401,ten
2466,arrestation,8396,arrest
2467,laver,8389,doing
2468,nuits,8386,nights
2469,caisse,8379,box
2470,scientifique,8374,scientist
2471,russe,8374,Russian
2472,cris,8367,cris
2473,traité,8366,treaty
2474,attaqué,8359,attack
2475,écoutez-moi,8356,listen to me
2476,montez,8354,montez
2477,sean,8349,sean
2478,promesse,8341,promise
2479,sénateur,8336,senator
2480,blessures,8335,wounds
2481,sucre,8330,sugar
2482,murs,8329,walls
2483,attrape,8328,caught
2484,représente,8327,represented
2485,emma,8327,emma
2486,esprits,8315,spirits
2487,cloche,8310,Bell
2488,phil,8300,phil
2489,cia,8283,cia
2490,réputation,8274,reputation
2491,étudier,8272,to study
2492,trompe,8264,trompe
2493,chute,8264,chute
2494,jackson,8254,jackson
2495,demi,8251,for the sake of
2496,devra,8247,will have to
2497,plainte,8245,complaint
2498,grand-chose,8238,great
2499,tim,8238,tim
2500,joey,8234,joey
2501,sorcière,8234,witch
2502,venant,8227,from
2503,alan,8225,alan
2504,californie,8222,California
2505,tenue,8213,outfit
2506,journaliste,8213,journalist
2507,soyons,8211,let's be
2508,chouette,8206,owl
2509,karen,8194,karen
2510,aurons,8192,will have
2511,avocats,8187,lawyers
2512,cherchais,8186,sought
2513,angeles,8180,angeles
2514,surveille,8178,watched
2515,département,8175,department
2516,abandonne,8175,abandoned
2517,prendrai,8169,will take
2518,peinture,8168,paint
2519,refaire,8168,redo
2520,honnêtement,8155,honestly
2521,opinion,8153,opinion
2522,geste,8148,gesture
2523,étais-tu,8144,were you
2524,gaffe,8142,gaffe
2525,empire,8141,empire
2526,aient,8138,have
2527,pizza,8137,pizza
2528,seriez,8135,would be
2529,fan,8133,fan
2530,poitrine,8133,chest
2531,y',8132,and'
2532,jenny,8128,jenny
2533,lorsqu',8126,when
2534,médecins,8121,doctors
2535,remonte,8115,traced back
2536,aventure,8113,adventure
2537,réglé,8111,ruler
2538,mac,8102,mac
2539,abby,8097,abby
2540,barre,8095,barre
2541,foyer,8094,foyer
2542,jean,8092,jean
2543,amuse,8091,amuse
2544,mener,8083,believe
2545,uniforme,8081,uniform
2546,cauchemar,8080,nightmare
2547,soupe,8071,soup
2548,intelligente,8067,intelligent
2549,jus,8061,you
2550,prêtre,8057,priest
2551,lily,8045,lily
2552,trompé,8032,deceived
2553,chuck,8032,chuck
2554,corde,8032,rope
2555,champion,8030,champion
2556,somme,8024,sum
2557,conférence,8019,conference
2558,commissaire,8013,commissioner
2559,répondez,8006,answer
2560,attrapé,8004,caught
2561,red,8003,red
2562,racontes,8000,tells
2563,deviner,7998,guess
2564,recommencer,7998,restart
2565,dis-tu,7995,you say
2566,complet,7995,completely
2567,crimes,7994,crimes
2568,maggie,7990,Maggie
2569,crème,7988,crème
2570,construit,7987,built
2571,excusez,7983,Excuse
2572,entraînement,7981,training
2573,centaines,7976,hundreds
2574,calmer,7968,calmer
2575,joueur,7963,player
2576,couloir,7963,corridor
2577,horreur,7959,horror
2578,propriété,7956,property
2579,admettre,7946,admit
2580,matériel,7945,material
2581,verrez,7941,will see
2582,foule,7938,crowd
2583,st,7935,st
2584,réaction,7931,reaction
2585,ennuie,7928,bored
2586,laura,7925,laura
2587,pub,7908,pub
2588,hiver,7907,winter
2589,manteau,7893,coat
2590,pis,7893,bad
2591,débile,7891,stupid
2592,trouverai,7884,will find
2593,conseiller,7872,advise
2594,humanité,7870,humanity
2595,studio,7865,studio
2596,josh,7862,josh
2597,lapin,7861,Lapland
2598,désert,7860,desert
2599,combattre,7853,combat
2600,big,7848,big
2601,julie,7839,julie
2602,boutique,7834,boutique
2603,fonds,7832,funds
2604,voient,7817,see
2605,états-unis,7814,UNITED STATES
2606,reviendrai,7801,will come back
2607,ramené,7799,brings back
2608,discussion,7794,discussion
2609,connaissait,7789,knew
2610,vegas,7787,vegas
2611,sir,7783,sir
2612,fiancée,7783,fiancée
2613,remonter,7778,go back up
2614,incendie,7777,fire
2615,arbres,7773,trees
2616,conseils,7770,advice
2617,géniale,7766,brilliant
2618,messages,7765,messages
2619,ex,7752,ex
2620,surface,7746,surface
2621,appellent,7737,call
2622,atteint,7733,reached
2623,recommence,7726,start again
2624,curieux,7711,curious
2625,lucy,7710,lucy
2626,ascenseur,7708,elevator
2627,mars,7704,mars
2628,apprend,7693,learn
2629,abri,7689,shelter
2630,larmes,7677,tears
2631,dites-vous,7677,you say
2632,impliqué,7674,implied
2633,répéter,7672,repeat
2634,pardonner,7672,forgive
2635,donnerai,7671,will give
2636,soi,7669,self
2637,marine,7664,marine
2638,cadavre,7663,corpse
2639,o.k.,7658,OK.
2640,front,7654,front
2641,uniquement,7652,uniquely
2642,traîner,7646,hang out
2643,rare,7642,rare
2644,permet,7639,allow
2645,stan,7638,stan
2646,parking,7633,parking
2647,morceaux,7632,parts
2648,réussir,7625,succeed
2649,morgan,7625,morgan
2650,empêche,7624,stop
2651,traversé,7615,crossed
2652,américaine,7615,American
2653,hank,7615,hank
2654,décide,7613,decided
2655,doué,7611,gifted
2656,gloire,7607,glory
2657,gang,7604,gang
2658,communauté,7601,community
2659,plaisantes,7598,pleasant
2660,déclaration,7596,statement
2661,jones,7594,jones
2662,portait,7593,wore
2663,croient,7592,believe
2664,projets,7590,projects
2665,frontière,7590,border
2666,saute,7585,saute
2667,hais,7582,say
2668,laissée,7581,left
2669,suivez-moi,7579,follow me
2670,prénom,7569,first name
2671,tenter,7565,to attempt
2672,liaison,7565,liaison
2673,cérémonie,7565,ceremony
2674,fasses,7562,do
2675,vivent,7560,live
2676,ho,7560,to
2677,océan,7558,ocean
2678,vélo,7556,bike
2679,aimerait,7554,would like
2680,réaliser,7551,realize
2681,poupée,7542,doll
2682,navire,7540,ship
2683,saches,7538,know
2684,parties,7536,parties
2685,patrick,7529,patrick
2686,remplacer,7524,replace
2687,prisonnier,7518,prisoner
2688,ménage,7518,household
2689,porté,7514,door
2690,employés,7510,employees
2691,dépêchez-vous,7505,hurry up
2692,bouton,7503,button
2693,acteur,7493,actor
2694,show,7491,show
2695,julia,7487,julia
2696,mardi,7487,Tuesday
2697,juré,7482,sworn
2698,barry,7481,barry
2699,médecine,7481,medicine
2700,restera,7474,will stay
2701,lourd,7472,heavy
2702,chargé,7469,charge
2703,au-delà,7467,beyond
2704,survécu,7465,survived
2705,bite,7465,bite
2706,soudain,7463,suddenly
2707,voyais,7457,saw
2708,travailles,7456,work
2709,prévenu,7451,warned
2710,regardez-moi,7451,look at me
2711,baisse,7449,drop
2712,filer,7447,filer
2713,rompu,7446,broken
2714,véhicule,7443,vehicle
2715,sauve,7439,Safe
2716,rencontrés,7438,met
2717,emmerde,7428,foul
2718,estomac,7423,stomach
2719,donna,7422,donna
2720,couvrir,7416,cover
2721,meilleures,7416,best
2722,rater,7411,rater
2723,terminée,7410,finished
2724,fred,7409,fred
2725,tâche,7408,stain
2726,réserve,7405,reserve
2727,brûler,7404,burn
2728,chou,7397,chou
2729,réveille,7391,wake up
2730,sentez,7390,feel
2731,ferme-la,7389,shut up
2732,réveille-toi,7388,wake up
2733,etait,7377,was
2734,origine,7375,origin
2735,rêvé,7370,dream
2736,gary,7358,gary
2737,pouviez,7357,could
2738,poursuivre,7357,pursue
2739,actions,7356,actions
2740,tapis,7351,carpet
2741,absence,7350,absence
2742,lâcher,7350,let go
2743,tempête,7344,storm
2744,um,7343,one
2745,souffre,7333,suffer
2746,touchez,7333,touch
2747,cents,7329,cents
2748,rempli,7328,completed
2749,écran,7328,screen
2750,dis-le,7327,say it
2751,victor,7326,victor
2752,affreux,7323,awful
2753,enterrement,7322,funeral
2754,inconnu,7322,unknown
2755,venger,7320,revenge
2756,team,7320,team
2757,feriez,7316,would do
2758,sara,7315,sara
2759,inventé,7314,invented
2760,installer,7311,installer
2761,ya,7301,of
2762,va-t-il,7297,he's going
2763,rythme,7295,pace
2764,étudiants,7294,students
2765,pratique,7293,practical
2766,whisky,7293,whisky
2767,calmez-vous,7289,calm down
2768,travaillez,7287,Work
2769,ballon,7282,ballon
2770,équipage,7282,crew
2771,signes,7278,signs
2772,élèves,7275,students
2773,faites-le,7269,do it
2774,parlera,7264,talk to
2775,attirer,7262,attract
2776,récompense,7258,reward
2777,reconnu,7251,recognized
2778,irait,7249,would go
2779,loup,7247,wolf
2780,traite,7235,treaty
2781,lâchez-moi,7235,Let me go
2782,ca.,7229,that.
2783,vengeance,7229,vengeance
2784,imaginez,7228,Imagine
2785,navré,7226,heartbroken
2786,feront,7219,will do
2787,finis,7219,ended
2788,propose,7213,propose
2789,forcé,7211,strength
2790,lutte,7211,struggle
2791,opportunité,7206,opportunity
2792,personnage,7203,character
2793,2e,7202,2E
2794,boss,7197,boss
2795,arrêtes,7191,stops
2796,convaincu,7191,convinced
2797,allons-nous,7191,Let's go
2798,accompagner,7186,to accompany
2799,essayons,7184,let's try
2800,limite,7175,limit
2801,panique,7168,panic
2802,technologie,7162,technology
2803,brillant,7160,bright
2804,king,7154,king
2805,afrique,7154,Africa
2806,nourrir,7152,to feed
2807,région,7152,region
2808,nathan,7147,nathan
2809,passent,7142,pass
2810,salaire,7137,salary
2811,veille,7135,day before
2812,appelle-moi,7135,call me
2813,ceinture,7132,belt
2814,explication,7131,explanation
2815,chansons,7131,songs
2816,profond,7129,deep
2817,professionnel,7129,professional
2818,possède,7128,possesses
2819,étonnant,7118,amazing
2820,venais,7108,came
2821,casier,7106,locker
2822,jouez,7106,play
2823,roman,7101,roman
2824,sandwich,7094,sandwich
2825,arrives,7094,arrives
2826,nana,7093,nana
2827,nommé,7093,appointed
2828,incident,7093,incident
2829,retournez,7089,return
2830,sophie,7089,sophie
2831,potes,7087,Potes
2832,comité,7082,committee
2833,chine,7061,China
2834,technique,7059,technique
2835,haine,7053,clothes
2836,identifier,7052,identifier
2837,célibataire,7046,Single
2838,jackie,7046,jackie
2839,annoncer,7041,announce
2840,portée,7040,scope
2841,fleur,7040,fleur
2842,roule,7037,rolled
2843,palais,7035,palace
2844,tromper,7034,deceive
2845,lady,7028,lady
2846,attendait,7028,was waiting
2847,jeudi,7024,THURSDAY
2848,abruti,7022,jerk
2849,disiez,7021,say
2850,normalement,7019,Normally
2851,circonstances,7017,circumstances
2852,appelez-moi,7015,call me
2853,canapé,7015,couch
2854,sommes-nous,7000,are we
2855,protège,6997,protected
2856,est-à-dire,6995,that is to say
2857,affronter,6994,confront
2858,connait,6992,know
2859,élève,6989,pupil
2860,pêche,6989,fishing
2861,masque,6985,masque
2862,couvert,6978,covered
2863,extraordinaire,6973,extraordinaire
2864,malheur,6972,misfortune
2865,sentais,6970,Smelt
2866,royaume,6969,kingdom
2867,porc,6965,pig
2868,envoyez,6963,send
2869,brûle,6963,burn
2870,entretien,6961,interview
2871,vingt,6960,twenty
2872,objets,6959,objects
2873,gêne,6959,embarrassed
2874,bloc,6958,bloc
2875,aidera,6953,will help
2876,final,6952,final
2877,conduis,6939,driven
2878,excellente,6937,excellent
2879,brûlé,6937,burnt
2880,amanda,6936,amanda
2881,business,6934,business
2882,sauté,6932,sauté
2883,trouvent,6931,find
2884,ferez,6930,will be
2885,alarme,6925,alarm
2886,laisse-le,6924,leave him
2887,rencard,6924,date
2888,concentrer,6921,focus
2889,étoile,6921,star
2890,engager,6919,engage
2891,singe,6917,singe
2892,colle,6904,hill
2893,ooh,6903,ooh
2894,assistant,6896,assistant
2895,fallu,6894,owed
2896,mm,6893,mm
2897,central,6889,central
2898,prisonniers,6885,prisoners
2899,naturel,6881,natural
2900,essayait,6877,was trying
2901,pardonnez-moi,6875,excuse me
2902,étape,6873,stage
2903,cage,6872,cage
2904,davantage,6867,any further
2905,alliance,6861,alliance
2906,collègues,6855,colleagues
2907,collier,6853,collier
2908,rayon,6851,district
2909,correct,6849,correct
2910,jesse,6845,jesse
2911,gâcher,6843,spoil
2912,quant,6839,as to
2913,assassiné,6837,murdered
2914,placard,6837,placard
2915,soif,6836,thirsty
2916,conditions,6836,conditions
2917,min,6836,min
2918,remis,6835,discarded
2919,russes,6832,Russian
2920,miel,6828,Honey
2921,personnellement,6825,personally
2922,entièrement,6824,entirely
2923,howard,6823,howard
2924,impressionnant,6820,impressive
2925,passes,6820,passes
2926,créature,6820,creature
2927,black,6819,black
2928,lancé,6818,spear
2929,kilomètres,6817,kilometers
2930,sers,6815,sers
2931,échappé,6813,escaped
2932,parte,6810,part
2933,prouve,6808,prove
2934,associé,6805,partner
2935,monnaie,6803,cash
2936,dean,6802,dean
2937,moque,6796,mocking
2938,voisin,6796,I could
2939,clinique,6792,clinical
2940,tape,6791,tape
2941,têtes,6785,heads
2942,lentement,6785,slowly
2943,classique,6783,classic
2944,temple,6777,temple
2945,steven,6776,steven
2946,produits,6775,products
2947,passion,6769,passion
2948,prenne,6765,take
2949,échoué,6764,failed
2950,écouté,6763,listen
2951,existence,6760,existence
2952,correspond,6759,correspond
2953,analyse,6758,analyse
2954,retire,6758,retire
2955,mystère,6756,mystery
2956,maîtresse,6751,mistress
2957,port,6748,port
2958,tension,6740,tension
2959,qualité,6740,quality
2960,nationale,6733,national
2961,respecte,6731,respect
2962,vierge,6730,virgin
2963,piano,6727,piano
2964,secteur,6726,sector
2965,espérons,6726,hope
2966,devoirs,6725,homework
2967,pot,6725,pot
2968,contacter,6723,contact
2969,secrète,6723,secret
2970,dispute,6718,dispute
2971,cigarette,6712,cigarette
2972,manques,6708,gaps
2973,bouffe,6707,bouffe
2974,jugement,6707,judgement
2975,idiots,6707,idiots
2976,courageux,6705,brave
2977,limites,6702,Limits
2978,bibliothèque,6699,library
2979,désir,6693,desire
2980,condition,6688,condition
2981,sales,6685,sales
2982,courrier,6682,mail
2983,volant,6682,flying
2984,merveilleuse,6680,marvelous
2985,fumée,6678,smoke
2986,chanceux,6677,lucky
2987,expert,6674,expert
2988,anne,6674,anne
2989,rick,6673,rick
2990,lève-toi,6672,get up
2991,tasse,6669,taxes
2992,poussé,6669,pushed
2993,étrangers,6666,foreigners
2994,censée,6664,supposed
2995,permettez,6650,Allow
2996,hall,6646,hall
2997,approcher,6642,approach
2998,that,6638,that
2999,greg,6638,greg
